rainfall_mm,cumulative_rainfall_mm,elevation_m,slope_deg,drainage_capacity,river_discharge_m3s,water_level_m,population_density,historical_flood,flood_control_infrastructure,urban,soil_type,flood_occurred
31.092148692495936,52.95798504198705,108.09812181688991,6.106289578991627,0.7317204744636817,102.46750321922774,1.3145503256979842,826.4231125075842,0,1,1,clay,0
14.5894864824049,18.620959439092793,120.36258992616008,5.77669456932828,0.01732969883751867,79.8173244427655,0.38669143767983183,77.96307693128503,0,1,1,peat,0
28.511635184796535,28.61869413380181,149.86979416371324,0.7887935577296404,0.06362939649310384,376.6016413961604,0.46024713744017154,885.9884644758315,0,0,1,clay,0
57.27794027560337,128.03180208312085,108.64822306394875,7.146658211144603,0.5926512303107784,130.1427893051439,1.8695832213974293,123.81961696036866,1,1,1,silt,1
64.48905705395669,88.7156752879151,57.34447497978318,8.775792682555704,0.03258296212345624,14.535364227735418,3.75757452429063,118.14163567655707,0,0,0,silt,1
29.612046940919306,68.3929225899535,193.5861224977872,6.220819792234407,0.7270525045772765,26.95815029203319,3.670684474776755,367.62470431277995,0,0,1,silt,0
8.362922746566191,27.303112673397074,64.45455104200474,0.33832136987173744,0.15895996033518356,113.45582788668628,3.7422094453980006,322.0665750280616,0,0,1,loam,0
12.759151321455137,14.04664213186137,115.45380628039248,7.6271398289528864,0.6351750525928277,334.42869270313224,3.4674622963636192,19.189971883405477,1,0,1,sandy,0
54.293082447431836,67.77561372674907,11.6043015087679,9.388797016929013,0.7959328975050685,108.07784030503538,1.4224367723194318,399.8238747410402,0,0,0,loam,0
30.716426716343875,53.77467832273072,44.99809391825485,3.7091401155510892,0.7416706960760142,123.0744052601731,1.6395504012412965,77.86998557352383,0,0,1,silt,0
31.261991768635106,72.5090027378547,33.531126555042924,8.448542823540283,0.6241646407851537,170.68399550795309,1.4199115252457544,507.1042209760761,0,1,1,silt,0
18.910961809697568,46.260182096736614,106.39626027143385,3.4282256158666207,0.6607178547354732,241.0372766479156,3.5441928771333195,751.6042170723917,1,1,0,loam,0
18.618448435431947,73.39600484734274,102.66933816963459,8.499649977161983,0.1123957677147146,130.74645740410728,3.4745653250374415,750.5694803973544,1,1,0,clay,0
71.85648017042648,55.898347278958525,41.17953517774617,8.493560353666377,0.38149655676790606,167.6933255676982,2.5201106346678506,112.89938914526776,1,1,1,clay,1
55.55732232594238,46.81735863239156,211.0932207096653,10.053772768564366,0.8954495895079082,80.37942911110693,1.5477314339690267,777.1368778256534,1,0,1,peat,0
25.671555454724913,49.89409290703902,123.94410673934192,6.216414692806597,0.556069097600841,423.44048021831395,2.021361507216684,199.95563425486066,0,1,0,silt,0
43.273092060715015,73.74911643940017,196.8737560975012,7.404690778755372,0.7500849029792062,269.39122426417686,0.8995783309247778,606.0247514158326,0,1,0,sandy,0
48.4649096574725,52.21299562809771,149.72994068526415,2.844665054188669,0.26327063488511915,140.6559584083046,3.7659854166572013,102.71668032312144,1,0,1,clay,1
110.47853597111114,80.79200941320869,16.3582527317446,7.598510794303996,0.6030574983755378,187.1589668319717,1.0076085343676633,278.306701829018,1,1,1,loam,1
17.345256002798976,48.110125584494604,152.99902646888944,0.8334003702264059,0.4950222379523769,115.87386286467037,3.1329277623658,607.5693422281499,1,1,0,clay,0
48.040538525467824,77.84592390692332,55.48496360444039,1.4292579022379264,0.3973185531987612,179.66803865470519,3.3533977227519625,539.6996500335449,0,1,0,loam,1
71.62989733795159,112.00196180463425,86.11552780236329,10.306787031226598,0.6672170380008668,220.8062598425414,0.2328255903436376,203.2073727934963,1,0,0,silt,0
102.62140888525565,75.37136866319835,216.56555140208738,6.796548067323738,0.35756942974227,70.0493196144726,1.5750750907786863,656.0326857445119,0,0,0,loam,0
24.682437985926846,70.1357884504447,168.47332485443073,8.81035716677358,0.355997347793479,74.81364875379336,1.8031036467742174,497.3533677067406,0,0,1,sandy,0
30.42885908104309,37.48557393631761,133.71712789208985,6.679433122600672,0.917323093314247,323.6360869293828,2.5017575197681388,549.4732175761955,1,0,1,loam,0
63.269058349294525,97.8475474515092,35.603974433993436,11.153808639202607,0.8217868950185131,112.03369594674486,2.681750573682563,48.367443243924995,1,0,1,silt,1
10.824023562435173,123.73510622472322,20.558749133977845,11.81119973002746,0.015710800298647132,83.64151047481445,3.9234685562493716,114.76087107617461,1,1,1,sandy,1
51.2293568786303,62.90763607305105,116.7060356523288,8.63869970704024,0.4468986366847991,409.5443653037296,1.313193555907167,16.399245671231395,0,0,0,loam,0
135.06907661398222,105.56764235903319,89.67899295223874,6.026058846823089,0.6200014451037056,473.98375523421123,2.179807978568006,499.12444582739613,0,0,1,loam,1
54.824705433273195,63.412583148049706,197.95494836603353,7.636131404092155,0.020097631887352363,94.69589976232726,2.859428777048111,164.6116704544797,0,1,1,clay,0
4.536933615565134,46.65421020456264,33.603038970653174,9.979801784111771,0.8160008782965565,295.4688178556311,0.3357300099071163,94.89004741386601,1,0,1,loam,0
21.157505098811598,19.796183685332444,86.94215616490311,8.813974732581185,0.6124651918523488,65.24899163215677,0.3134530443149721,140.27832658988115,0,0,1,clay,0
25.279187601302468,45.09830914405171,160.44587267662794,0.4649217334128849,0.3575390527017156,216.7086082545419,0.09278808131566274,371.81184845967556,0,0,1,silt,0
82.16296470572169,71.83524663613885,234.387353792167,6.715305000992858,0.18956862836746702,99.06696989768504,0.30281484125849945,201.28059899658112,0,0,1,loam,0
36.4806274233452,33.261253676983785,27.889763619671964,9.106180111798057,0.7001525753103641,153.12510695894713,0.9292881529454067,2014.5797646624405,0,1,1,peat,0
8.495241066230818,38.88923583480992,213.9672687683741,6.1578583981241035,0.5142779173270886,95.91617755861725,3.1677174361758205,407.0813229176743,1,1,0,clay,0
39.471205040436075,92.0632908294363,197.22114728315117,1.7247351295557638,0.6804054695684782,85.7932507291969,2.0866727172185846,493.35708980744766,1,1,1,sandy,0
45.10819792829354,45.73326651965358,154.4479192704944,8.891299614847206,0.6918343848258625,88.47216684593613,2.526242399321088,332.37282712453606,0,0,1,sandy,0
27.812916312093634,59.447797896984355,44.692518876382756,7.506102798597359,0.07151083553696524,36.852033709572,3.6305872885182056,240.4005457869037,1,1,0,loam,0
18.35196727638894,56.43728089148496,125.74503019870059,9.596807690918773,0.5477073394816335,112.14120486825092,2.358918473166578,184.38686298256482,1,1,1,loam,0
144.01722637178352,128.71182228428688,163.9290834256577,3.19173199653808,0.9252060887417908,84.05971180701218,0.3971678881477074,194.4147631188691,0,0,0,sandy,0
71.77712096387505,49.46836438877817,18.282248288755216,1.2934887079587387,0.4564506376994978,297.3382916945668,3.986169467542993,104.99431073447636,0,0,1,loam,1
75.91384698207912,70.77580325837644,195.71547321232478,9.204466227848354,0.6213506911480448,85.59887382106999,2.6116459638595444,89.38140114771824,0,0,1,loam,0
36.53612273173552,34.71466159489415,241.40030466355216,8.297376985004544,0.10810065776928224,292.4276005483105,3.437129312101166,153.3318456089924,0,0,1,silt,0
24.361956508471245,77.71699728866992,163.04740324455352,9.112763273451055,0.8164189432116306,138.54553319449465,3.4179888863189523,638.2211915416646,0,1,0,sandy,0
28.852801648166686,35.41885350276049,99.14829031455363,8.703077949824255,0.2800289440462883,158.25894620681555,1.1963956434656913,152.87476794557486,0,0,1,sandy,0
13.386349279154071,58.51771906509833,185.2843458217682,9.950586017953732,0.02896559057532222,422.20115063443956,3.741308260600084,64.00315308532348,0,1,1,clay,1
109.1646994299116,93.45410851673215,113.74480549246636,0.7093776098412188,0.09330422334584065,279.22272289341373,2.4792610456908575,132.19103823541607,1,1,1,loam,1
37.602889998511635,50.80647694228216,143.9328183973405,7.030163228422295,0.7696563143354299,534.5071896396536,0.6738420418870685,79.6475763962787,0,1,0,silt,0
94.15862040765941,102.45994474063264,5.36233723635296,8.660807575589471,0.5375089697589743,31.417484902595216,2.8840854386827806,757.3988361105378,0,0,1,sandy,1
29.912062644607005,29.064159482945044,111.3244852091301,6.369903762471978,0.14428559426715615,325.4779313650512,0.2569573799310465,382.503734248309,1,0,0,clay,0
55.349217005731816,63.14332357819744,248.0857618145021,8.029530561935571,0.2991611117054567,42.33765989094164,0.6923620442937612,734.3168047490553,0,1,0,clay,0
46.82416111180447,47.14675272247405,40.43779147004625,4.2182617534176705,0.7063382849639557,200.22252827046225,2.5684303937946966,380.1553587641094,1,1,0,sandy,0
12.142548847631751,66.50296876964985,205.61595150596966,11.990166825499498,0.8341038488909965,6.253445046233043,2.0619810285738254,256.52468872863005,0,1,1,clay,0
117.71774786725243,158.16697187508805,93.42410230306614,9.499589506933736,0.4683554415471429,281.91149953813573,0.7570031753946314,215.62585933442904,0,1,1,loam,1
30.59214530560221,76.02383655832,69.03369088641253,9.655504736971732,0.8414993415903023,196.97507107861864,0.6995199261420542,33.50933047537946,1,1,1,loam,0
15.969625570269947,90.94266008752432,232.97646443160667,5.250000050152463,0.8102077674498243,221.57503112472997,3.921792342661982,648.8744158902273,0,1,1,silt,0
63.59743579736053,48.871552060828456,115.18110291212946,0.4461423166671753,0.009142197944414399,306.2179030695681,1.46908383347753,75.01658168791832,1,1,0,silt,1
40.912907318413886,50.843391624263376,249.3203454024299,11.555058359314026,0.16013295908988046,134.12852076434703,1.834143855156876,502.8509610758977,1,0,0,silt,0
52.07201242594823,65.59734592583929,139.2799970012201,6.858226651035083,0.5433148344681438,139.4359393241084,2.715798785403053,207.866691484192,0,0,0,loam,0
43.850060519263806,41.11633961543096,109.69039566065625,7.673091540563566,0.7336380579447863,132.2908678630731,0.2971899390882471,214.27022599356897,0,1,0,loam,0
5.127459682263932,51.90074468812121,68.97662137924875,1.2575820899846855,0.8117082560997295,98.08210727540879,2.5287040210801432,578.0504578659211,1,0,1,loam,0
20.577786375209893,70.90912271611064,8.109136382318027,10.996920483893017,0.21871875669803775,204.8681503524025,2.102458636551234,200.67519050509688,1,0,1,loam,0
19.922654298742728,55.04139096552767,192.73725269891202,7.990904513069447,0.7121294767695755,106.17476674445328,0.16435777712510058,39.78595024831339,1,0,1,silt,0
75.2065982256159,66.81417485865924,87.67327363758595,11.096666422577536,0.09052089615596581,201.32375205998437,2.1301363189771254,34.95311289728421,0,1,1,peat,1
41.994277484981914,40.95230779659499,188.13838661423966,5.69161720087107,0.41283424306657923,163.66304665255527,2.404629186681763,293.34219651311895,0,1,1,silt,0
57.56988948342404,98.41200756015049,225.86479002245764,9.4224954914105,0.5078384913570593,211.34132525675003,2.9268529719204714,2568.7906184068984,0,1,1,clay,1
31.983955243479233,39.26956976605493,73.79851030395498,6.163341388881644,0.7019118332413558,130.6596121538292,2.71706650210564,660.9234860332955,0,1,1,loam,0
59.457620447375874,115.31104042075813,79.98453798412147,11.640748722953898,0.22945531701252575,58.62871106485791,3.0633976490924004,773.6022449545328,0,1,0,silt,1
36.59543956683878,35.131560206963314,248.88480254849225,2.0767315091820215,0.3855877886879415,102.04788460661848,0.06110319729724134,170.02026279224813,0,1,0,clay,0
34.698783832979124,89.43115590873819,100.51804945457607,10.101986179633393,0.6619890304415958,129.14888741504288,0.08175061542013085,144.33206476593313,0,1,1,silt,0
46.605982632787985,47.28712982434252,203.81128713607163,11.094786218952768,0.35179764284738,493.30547753361463,2.682404504462999,136.80808657427198,1,0,1,clay,1
43.84707356007742,45.91399978185821,157.26586328793883,7.782897361762532,0.0010146858360720046,35.719464077687675,2.013148122230799,178.97365517662766,0,1,1,peat,0
172.72774646518192,117.1779615971383,11.636617887826105,2.2547677895654776,0.7317797909034921,136.73690586978722,1.7397162960179688,161.16440986831228,0,1,1,loam,1
20.388496759418654,22.904158099081943,40.80744522092306,4.910938788229777,0.9826597995498867,105.25880602554724,1.52217631005891,176.4789032792708,0,1,1,peat,0
10.91527430328126,50.61352034541946,162.84034451286456,9.679138538609758,0.888889057993107,61.832633649915614,2.6978629266841816,737.520245999409,0,1,1,clay,0
51.30223010115726,82.57728981444649,230.41145305110172,6.232423414219115,0.19143595738405594,25.31151552742739,0.27487994045834974,295.77527551056613,0,0,1,loam,0
22.819066757504036,241.82774884320017,6.785393336362882,11.751467936566891,0.07482275201872379,249.68790431784134,0.4244408520550942,331.5150386271579,1,0,1,clay,1
4.4322614781083285,49.15431507757273,10.032716723854696,4.000407644375641,0.9199021397163067,162.45567432356398,2.2844284939681176,136.14173254859077,1,0,1,silt,0
16.695054627643533,66.80375931812176,63.91542177168991,7.416180486801887,0.8383047617938914,45.08711136713551,1.8347336087006547,254.9093884921926,0,1,0,clay,0
149.8224551386919,114.26826309267081,92.14290882465043,0.6796702841276389,0.6287707403281456,221.40805274362464,2.967691652396908,679.0515633393518,0,1,1,clay,1
19.946633036117937,30.283486641717012,52.0481791079136,3.3456329314666062,0.07793846371607438,546.9283676464069,0.8980249331560106,256.24067449259417,1,1,1,silt,1
7.651712866566512,34.60558336165951,59.08412254170545,4.202306574164777,0.5758895930245779,188.37639792585725,0.9695010921622997,306.5248310392231,1,1,0,clay,0
144.07116833433844,121.39620822381815,31.828165016042686,2.5831792890377776,0.40132421725650635,52.97953209268286,0.37846907211672187,870.9608861110237,1,0,0,sandy,0
16.13449237481642,47.54847313696388,81.78061224042935,7.857716739312448,0.5992666453248162,207.26727028957723,3.6084373447416516,147.50824837865764,0,1,0,clay,0
204.89698591736547,139.6641901465177,116.99099536034338,10.249213819835749,0.9541745950760854,255.8995276210101,2.0814065712810446,441.68140838171144,0,1,0,clay,1
30.96261355384692,99.58631902582403,220.3559268141699,7.804261282674168,0.01640173901162545,144.0564737065944,0.17209291571713736,410.78519492572235,1,1,1,clay,0
118.02321679759172,147.31652222184763,103.11934026174805,5.223944114214691,0.5446341712817598,47.07312796949704,1.9258692249781113,153.11041461822552,0,0,0,peat,1
34.12655523131217,30.05504427423584,232.57360971600392,9.788290794568892,0.17554424452596162,93.29916819843179,3.707778316233484,48.25248664817834,1,0,0,peat,0
55.569913408785055,54.403966989660326,145.1646881883123,9.61176817026406,0.7287978214645503,153.68131757200405,2.5777791534176693,646.4199587772157,1,0,1,peat,0
37.17415351792835,73.02546292941895,164.5938102204006,1.2758898884336678,0.4079165925611744,235.3474602887439,2.860349294044444,277.435793085547,1,1,1,peat,1
34.315644833389214,79.87622017421147,229.6438817174257,7.5940061942210555,0.4440729063649932,109.3970449142609,1.1124747607799725,118.05547577773198,0,1,1,clay,0
48.447915857539776,118.70054346263434,35.57262458691951,2.75790379225354,0.7605925220923084,284.45605296606453,3.315080616132349,563.8161443489455,0,1,1,clay,1
56.933125210433126,62.49110787722181,132.22922085904324,6.765905544691293,0.7647845682774115,441.0518549364739,1.031579939588307,159.02279945807373,1,1,1,peat,0
45.91791827934162,45.85245271427777,76.99892016996873,6.748370274587125,0.8248310553357113,98.77953047648062,0.7349564034596159,220.01974640492404,1,1,0,clay,0
42.68520517804601,41.289251305961145,239.20155125630956,7.32248047116602,0.1632713496175855,233.62025404816563,1.1691560402220609,403.55003141920173,0,1,1,silt,0
22.97229924380553,24.089234628055287,226.36263323791272,8.908642187913234,0.9663249756117982,318.451490753828,2.9075487383330496,80.1193500175566,0,0,1,silt,0
38.2113116410037,99.1599468923283,138.41869017449832,11.975574112354193,0.6341523801163085,43.5731513226298,1.6499888278660242,7.775372152520746,0,0,1,silt,0
108.83416628805901,78.28447509980096,111.38925845543729,4.599198471149712,0.17036326255628187,217.32659938456243,2.042773943274756,110.02432151964244,0,0,1,sandy,1
22.13581449486227,88.61922936458583,72.0325347587045,10.050963025705013,0.7534197043810129,335.8666659237958,3.185682025878007,165.7578949816901,0,0,1,silt,0
49.42725338736651,55.518803300268594,126.2274522349465,4.9919146398274465,0.3911902780648475,156.32125640295382,1.5484037707658267,59.10816714659085,1,1,1,loam,0
88.28230136389493,101.32469419395755,167.68464996765564,11.635295040477097,0.6054422779263013,152.8964135475147,1.7589715444018625,230.69343083590277,0,1,0,loam,0
57.255307797101594,77.14798684228742,137.37173886882718,2.7791184668045714,0.8037707874499354,55.95401562319196,0.4084328095677838,283.8624888901185,1,0,0,loam,0
75.7268162180636,58.12498414867892,209.7162944121264,7.6174688774152415,0.959453847919651,189.32482396788606,1.2072238698554743,692.5100659481255,0,1,1,loam,0
15.915480312937529,24.728926734527462,85.49723028782554,2.854374056321317,0.16045108293003252,395.9061765779559,1.8816260721129292,152.9936519320585,0,0,1,loam,0
49.51435282424414,101.2051227602656,38.809491375868646,9.768781253913687,0.922318152922179,114.89925043645798,2.803208610421389,370.67228485066994,1,0,1,silt,1
32.89579465606395,49.42100752952216,216.4455955952328,6.772257697510291,0.23288233103447686,101.7680268947405,3.410691468081492,177.9217377256752,0,0,0,silt,0
33.94887165569761,133.0043013288408,77.94734166256356,2.9643042442909544,0.915004807176153,258.53842787572455,1.1422232013620848,191.87723136622344,0,1,1,sandy,0
103.07534654208818,84.04748345120927,181.2347356707731,5.583043255057636,0.1104506896637304,341.0540389458774,3.195816633558659,96.15864968042219,1,0,1,loam,1
34.35094883679833,61.94373423387373,20.573790873587072,1.0796099039756493,0.7789331686323556,515.3359185245928,2.1522224448840612,106.06978451244109,1,0,0,silt,1
50.6215289009956,44.374113601086016,191.2985864649337,7.502461384062534,0.5406102693287073,214.96516517072854,0.36368975008286863,116.20022973131606,1,1,1,loam,0
7.661587394808299,59.24033534475231,0.555939345158657,3.1830827054747055,0.018527773901277023,174.64499158972234,1.0362658111561713,106.49375739314502,0,0,0,silt,0
117.94136769312998,110.28624190034267,22.204516246008055,1.653223860851205,0.23829461529759688,282.2320432950027,2.725065465499393,388.4928624701292,0,0,1,silt,1
72.8879152243233,54.78245289196015,31.703550372084887,8.748588994080755,0.7004500111994233,233.552341978608,3.805896041463188,188.69320026722716,0,0,1,loam,1
39.2508372604726,67.69179198016026,123.99540574850498,1.0894458147988033,0.6312839461265684,237.57968880675318,0.5221955385471508,129.00740115669086,1,0,0,loam,0
31.811677189747734,77.40650730703523,46.78144689529845,7.157479560257511,0.610495728235049,233.2027583202974,0.8495102817426421,312.4906542206066,1,1,0,sandy,0
61.18749538182572,72.29985492150794,223.61299579138756,10.20400133384695,0.46345157866797715,185.30012226921016,3.128429989038967,569.4807275461968,0,0,1,loam,0
87.59662064563622,80.46942446467048,146.15615373884407,9.142458377961335,0.6702559281755606,76.60129388642335,3.2312438815086906,204.0668317625936,0,0,1,silt,0
118.95141174242137,104.61389222043813,28.157171871691144,3.5208938994799546,0.8362868912047595,129.06055894556033,1.8467672076708177,925.6166835872981,0,0,1,sandy,1
71.32010833290386,98.44093565704178,139.15048144243283,4.762502028951895,0.16915192354594255,140.69603899947805,0.3708141564854359,1573.044806669005,0,0,1,clay,0
43.09953259785989,84.00223511849632,114.3667119434092,0.16106611076657334,0.299319616379469,265.15084876262404,3.2646508217092625,55.17320897957947,0,0,1,loam,1
78.57060662436247,78.38781831253843,212.60694601329166,2.816320452495207,0.9604437175710699,178.41313114686088,3.5159618007712217,233.35887971572237,1,0,0,loam,0
69.35644541999007,56.47556268139783,88.25890772742272,6.445697713654087,0.22389556156721657,93.6965670333608,2.730971865447976,993.8465808931415,1,1,1,clay,1
43.21920648495818,90.47151555848642,37.56058136867216,8.076925190870464,0.1839516464004768,260.3619246674548,1.2235106592410605,700.1847297623405,0,1,1,loam,0
68.02311738629854,87.96845871819906,164.654132335398,3.514673740846809,0.42550450368136383,109.10707051387323,2.9281480406039804,241.2441017059655,0,0,0,peat,0
67.18106412880564,55.066385268033315,227.129920520789,4.687147400771264,0.8744501809052484,60.858594990574716,1.6738698981926987,111.86162338816283,1,1,1,peat,0
39.08690113190619,55.691146210642046,156.71027396649396,8.512311352483545,0.02478369139170722,254.45798976717256,0.128656045809306,91.40132969485708,0,0,1,loam,0
27.375164246731593,45.06360578374991,207.25443495366844,5.925618999591971,0.8882904230276981,132.76228183995403,1.6375352497594093,181.01824042367937,0,1,1,loam,0
63.36464748556904,75.24251120972978,9.898316670944402,8.139797650000402,0.8303654279184748,177.04630291066388,3.1742888452895683,624.3643971919211,0,1,0,loam,0
17.511268886185576,34.29523456109233,63.253343347424746,3.1489777868168516,0.4188603934875481,130.51014866008816,2.5016173577487093,428.5190932546606,1,0,1,sandy,0
14.279302167015132,69.07572547052577,196.67484797961743,2.665226186950037,0.08536217261935408,150.96302106204772,0.931794428835766,71.21354015950489,0,1,1,clay,0
51.176974648234285,74.30513981891596,20.87095268794778,7.79709229399339,0.7197162308095132,70.22386252838002,3.358569594959284,270.90646830593164,1,0,1,peat,0
62.21685862808272,64.06078739924209,18.56177691494848,4.128649865793655,0.25869271688057427,142.17993514932994,3.2507779656343656,232.59584725647213,0,1,0,silt,0
50.91140649286163,95.25510758202053,217.81203461084723,10.00872784768529,0.8534871534334587,49.37265043666413,3.7150136522933686,76.64706217264427,0,0,0,sandy,0
54.80578830901938,62.52576847747499,221.27594333961554,3.3948847207941673,0.48144313332186106,232.6755304470692,0.9053442123398341,442.3165568555736,0,0,0,loam,0
61.51159681141022,97.70864936548081,216.90271041429662,2.9416600420500116,0.46374475671170523,87.67706113445682,1.0719858593065155,439.77254975516746,0,1,1,sandy,0
103.3229729957384,132.28401568300364,227.1139644674901,1.8206798439184637,0.7751490530357091,32.0795648406217,1.7391871123105727,1126.2664831018983,0,0,1,loam,1
72.13074148524541,69.54880744859162,72.71904367950532,0.8535482394150545,0.18929379441093075,115.15511775096277,2.269639994596266,170.95790635993438,1,1,1,loam,1
70.70414733986284,49.58961708644268,106.87428719477704,5.870761869675914,0.8392632983688544,108.77597810500839,3.8341593517734878,49.63822994978203,1,0,1,clay,1
